IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
54.250.248.190,443,0,false,ORD,North America,Chicago,70,0.00
18.183.11.197,80,0,false,ORD,North America,Chicago,70,0.00
43.203.123.93,2082,0,false,ORD,North America,Chicago,70,0.00
43.207.200.148,443,0,false,ORD,North America,Chicago,70,0.00
13.125.164.208,8880,0,false,ORD,North America,Chicago,70,0.00
54.250.248.190,2087,0,false,ORD,North America,Chicago,70,0.00
54.250.247.229,8080,0,false,ORD,North America,Chicago,70,0.00
13.125.97.38,2095,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,2086,0,false,ORD,North America,Chicago,71,0.00
18.181.84.244,443,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,2086,0,false,ORD,North America,Chicago,71,0.00
18.183.11.197,8080,0,false,ORD,North America,Chicago,71,0.00
43.201.52.25,2082,0,false,ORD,North America,Chicago,71,0.00
13.125.97.38,2087,0,false,ORD,North America,Chicago,71,0.00
43.202.65.154,8080,0,false,ORD,North America,Chicago,71,0.00
18.181.79.165,443,0,false,ORD,North America,Chicago,71,0.00
54.250.247.229,2095,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,8880,0,false,ORD,North America,Chicago,71,0.00
43.203.197.126,2052,0,false,ORD,North America,Chicago,71,0.00
3.36.112.217,80,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,8443,0,false,ORD,North America,Chicago,71,0.00
52.194.241.103,2095,0,false,ORD,North America,Chicago,71,0.00
13.231.145.242,2082,0,false,ORD,North America,Chicago,71,0.00
13.124.14.112,80,0,false,ORD,North America,Chicago,71,0.00
54.250.248.190,80,0,false,ORD,North America,Chicago,71,0.00
18.181.84.244,2086,0,false,ORD,North America,Chicago,71,0.00
13.125.97.38,2082,0,false,ORD,North America,Chicago,71,0.00
175.41.218.154,2096,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,2052,0,false,ORD,North America,Chicago,71,0.00
43.203.123.93,8443,0,false,ORD,North America,Chicago,71,0.00
43.206.149.117,8080,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2087,0,false,ORD,North America,Chicago,71,0.00
54.250.248.190,2095,0,false,ORD,North America,Chicago,71,0.00
3.35.156.214,2086,0,false,ORD,North America,Chicago,71,0.00
18.181.79.165,2096,0,false,ORD,North America,Chicago,71,0.00
3.35.139.115,2095,0,false,ORD,North America,Chicago,71,0.00
43.202.59.187,2082,0,false,ORD,North America,Chicago,71,0.00
18.183.11.197,8443,0,false,ORD,North America,Chicago,71,0.00
13.113.238.154,2087,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,2082,0,false,ORD,North America,Chicago,71,0.00
3.36.112.217,2053,0,false,ORD,North America,Chicago,71,0.00
3.34.252.154,8443,0,false,ORD,North America,Chicago,71,0.00
43.203.213.139,8880,0,false,ORD,North America,Chicago,71,0.00
52.194.242.3,8080,0,false,ORD,North America,Chicago,71,0.00
13.125.97.38,2052,0,false,ORD,North America,Chicago,71,0.00
52.194.242.3,80,0,false,ORD,North America,Chicago,71,0.00
18.182.50.221,443,0,false,ORD,North America,Chicago,71,0.00
13.125.152.55,2087,0,false,ORD,North America,Chicago,71,0.00
52.194.242.3,2082,0,false,ORD,North America,Chicago,71,0.00
18.181.84.244,2083,0,false,ORD,North America,Chicago,71,0.00
18.183.11.197,8880,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,8080,0,false,ORD,North America,Chicago,71,0.00
3.34.252.154,2087,0,false,ORD,North America,Chicago,71,0.00
18.181.79.165,8080,0,false,ORD,North America,Chicago,71,0.00
18.181.84.244,8443,0,false,ORD,North America,Chicago,71,0.00
13.125.195.4,2095,0,false,ORD,North America,Chicago,71,0.00
43.203.197.126,8443,0,false,ORD,North America,Chicago,71,0.00
18.182.50.221,2095,0,false,ORD,North America,Chicago,71,0.00
13.125.97.38,443,0,false,ORD,North America,Chicago,71,0.00
52.194.242.3,443,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,2095,0,false,ORD,North America,Chicago,71,0.00
43.203.123.93,80,0,false,ORD,North America,Chicago,71,0.00
13.124.14.112,2083,0,false,ORD,North America,Chicago,71,0.00
52.198.179.148,2095,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,8880,0,false,ORD,North America,Chicago,71,0.00
43.203.213.139,2095,0,false,ORD,North America,Chicago,71,0.00
43.206.149.117,80,0,false,ORD,North America,Chicago,71,0.00
3.39.238.139,8080,0,false,ORD,North America,Chicago,71,0.00
43.203.126.59,2052,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,2095,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,71,0.00
43.201.45.97,8443,0,false,ORD,North America,Chicago,71,0.00
13.231.119.18,2082,0,false,ORD,North America,Chicago,71,0.00
13.124.14.112,443,0,false,ORD,North America,Chicago,71,0.00
43.206.111.8,8880,0,false,ORD,North America,Chicago,71,0.00
52.194.241.103,2083,0,false,ORD,North America,Chicago,71,0.00
3.34.252.154,2053,0,false,ORD,North America,Chicago,71,0.00
18.183.11.197,2083,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2095,0,false,ORD,North America,Chicago,71,0.00
3.35.171.182,80,0,false,ORD,North America,Chicago,71,0.00
54.250.247.229,2082,0,false,ORD,North America,Chicago,71,0.00
13.125.97.38,2086,0,false,ORD,North America,Chicago,71,0.00
52.194.241.103,80,0,false,ORD,North America,Chicago,71,0.00
13.125.164.208,2095,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2086,0,false,ORD,North America,Chicago,71,0.00
43.203.225.125,80,0,false,ORD,North America,Chicago,71,0.00
43.206.149.117,8443,0,false,ORD,North America,Chicago,71,0.00
43.207.200.148,2083,0,false,ORD,North America,Chicago,71,0.00
52.194.242.3,8880,0,false,ORD,North America,Chicago,71,0.00
3.35.156.214,2096,0,false,ORD,North America,Chicago,71,0.00
52.194.241.103,2053,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,2053,0,false,ORD,North America,Chicago,71,0.00
18.183.11.197,2087,0,false,ORD,North America,Chicago,71,0.00
3.115.14.168,2087,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2052,0,false,ORD,North America,Chicago,71,0.00
35.78.125.92,443,0,false,ORD,North America,Chicago,71,0.00
15.165.235.179,8080,0,false,ORD,North America,Chicago,71,0.00
43.203.225.125,2052,0,false,ORD,North America,Chicago,71,0.00
18.182.19.49,8443,0,false,ORD,North America,Chicago,71,0.00
54.250.247.229,443,0,false,ORD,North America,Chicago,71,0.00
43.203.141.102,2083,0,false,ORD,North America,Chicago,72,0.00
52.194.242.3,2086,0,false,ORD,North America,Chicago,72,0.00
54.250.247.229,8443,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,2087,0,false,ORD,North America,Chicago,72,0.00
43.201.52.25,8443,0,false,ORD,North America,Chicago,72,0.00
52.194.241.103,8443,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,80,0,false,ORD,North America,Chicago,72,0.00
52.194.241.103,443,0,false,ORD,North America,Chicago,72,0.00
3.39.235.191,2086,0,false,ORD,North America,Chicago,72,0.00
18.181.79.165,2087,0,false,ORD,North America,Chicago,72,0.00
43.203.141.102,443,0,false,ORD,North America,Chicago,72,0.00
52.194.242.3,8443,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,2083,0,false,ORD,North America,Chicago,72,0.00
52.198.179.148,443,0,false,ORD,North America,Chicago,72,0.00
13.125.195.4,8443,0,false,ORD,North America,Chicago,72,0.00
52.194.242.3,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8080,0,false,ORD,North America,Chicago,72,0.00
54.250.247.229,2096,0,false,ORD,North America,Chicago,72,0.00
52.194.241.103,8080,0,false,ORD,North America,Chicago,72,0.00
18.182.50.221,8080,0,false,ORD,North America,Chicago,72,0.00
13.230.104.6,2053,0,false,ORD,North America,Chicago,72,0.00
18.182.19.49,443,0,false,ORD,North America,Chicago,72,0.00
43.201.45.97,80,0,false,ORD,North America,Chicago,72,0.00
43.202.59.187,2086,0,false,ORD,North America,Chicago,72,0.00
13.230.104.6,2087,0,false,ORD,North America,Chicago,72,0.00
52.194.241.103,8880,0,false,ORD,North America,Chicago,72,0.00
43.206.111.8,80,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2095,0,false,ORD,North America,Chicago,72,0.00
43.206.111.8,443,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,2087,0,false,ORD,North America,Chicago,72,0.00
13.125.164.208,2053,0,false,ORD,North America,Chicago,72,0.00
3.38.97.216,8443,0,false,ORD,North America,Chicago,72,0.00
175.41.218.154,8443,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2052,0,false,ORD,North America,Chicago,72,0.00
18.182.19.49,2096,0,false,ORD,North America,Chicago,72,0.00
43.201.251.185,2082,0,false,ORD,North America,Chicago,72,0.00
43.203.123.93,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,2082,0,false,ORD,North America,Chicago,72,0.00
18.181.79.165,2052,0,false,ORD,North America,Chicago,72,0.00
43.203.126.59,2053,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,2086,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8880,0,false,ORD,North America,Chicago,72,0.00
43.203.123.93,2096,0,false,ORD,North America,Chicago,72,0.00
18.182.50.221,2086,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,8443,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,8443,0,false,ORD,North America,Chicago,72,0.00
43.201.52.25,2053,0,false,ORD,North America,Chicago,72,0.00
43.203.141.102,2095,0,false,ORD,North America,Chicago,72,0.00
43.206.149.117,2096,0,false,ORD,North America,Chicago,72,0.00
54.250.248.190,8880,0,false,ORD,North America,Chicago,72,0.00
3.39.238.139,80,0,false,ORD,North America,Chicago,72,0.00
43.202.65.154,2096,0,false,ORD,North America,Chicago,72,0.00
54.250.247.229,2053,0,false,ORD,North America,Chicago,72,0.00
13.125.164.208,443,0,false,ORD,North America,Chicago,72,0.00
43.203.213.139,2086,0,false,ORD,North America,Chicago,72,0.00
54.250.248.190,8080,0,false,ORD,North America,Chicago,72,0.00
54.250.248.190,2083,0,false,ORD,North America,Chicago,72,0.00
43.203.126.59,8443,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,8880,0,false,ORD,North America,Chicago,72,0.00
54.250.247.229,80,0,false,ORD,North America,Chicago,72,0.00
43.202.59.187,2087,0,false,ORD,North America,Chicago,72,0.00
35.78.75.115,443,0,false,ORD,North America,Chicago,72,0.00
52.198.179.148,2083,0,false,ORD,North America,Chicago,72,0.00
15.165.18.112,2083,0,false,ORD,North America,Chicago,72,0.00
43.203.197.126,2087,0,false,ORD,North America,Chicago,72,0.00
43.206.119.9,8443,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,2053,0,false,ORD,North America,Chicago,72,0.00
43.206.149.117,2053,0,false,ORD,North America,Chicago,72,0.00
43.203.197.126,2095,0,false,ORD,North America,Chicago,72,0.00
54.250.248.190,2086,0,false,ORD,North America,Chicago,72,0.00
13.235.67.135,8880,0,false,ORD,North America,Chicago,73,0.00
13.231.192.37,8080,0,false,ORD,North America,Chicago,73,0.00
54.250.247.229,8880,0,false,ORD,North America,Chicago,73,0.00
43.206.149.117,2083,0,false,ORD,North America,Chicago,73,0.00
43.201.251.185,2052,0,false,ORD,North America,Chicago,73,0.00
13.125.174.99,2087,0,false,ORD,North America,Chicago,73,0.00
54.249.77.109,8080,0,false,ORD,North America,Chicago,73,0.00
52.194.242.3,2095,0,false,ORD,North America,Chicago,73,0.00
43.206.149.117,2086,0,false,ORD,North America,Chicago,73,0.00
43.203.197.126,2096,0,false,ORD,North America,Chicago,73,0.00
13.124.14.112,2052,0,false,ORD,North America,Chicago,73,0.00
43.201.52.25,2095,0,false,ORD,North America,Chicago,73,0.00
15.207.14.136,2053,0,false,ORD,North America,Chicago,73,0.00
35.78.75.115,2096,0,false,ORD,North America,Chicago,73,0.00
3.38.97.216,8080,0,false,ORD,North America,Chicago,73,0.00
13.125.164.208,2083,0,false,ORD,North America,Chicago,73,0.00
43.206.111.8,2086,0,false,ORD,North America,Chicago,73,0.00
15.168.11.38,2096,0,false,ORD,North America,Chicago,73,0.00
15.165.235.144,2052,0,false,ORD,North America,Chicago,73,0.00
13.125.152.55,8880,0,false,ORD,North America,Chicago,73,0.00
54.250.247.229,2086,0,false,ORD,North America,Chicago,73,0.00
13.208.75.156,8080,0,false,ORD,North America,Chicago,73,0.00
15.168.10.171,8443,0,false,ORD,North America,Chicago,73,0.00
15.165.235.179,2095,0,false,ORD,North America,Chicago,73,0.00
43.201.251.185,2053,0,false,ORD,North America,Chicago,73,0.00
35.77.219.41,80,0,false,ORD,North America,Chicago,73,0.00
13.125.195.4,2053,0,false,ORD,North America,Chicago,73,0.00
3.38.97.216,2083,0,false,ORD,North America,Chicago,73,0.00
43.202.59.187,8080,0,false,ORD,North America,Chicago,73,0.00
43.203.213.139,8080,0,false,ORD,North America,Chicago,73,0.00
52.194.241.103,2087,0,false,ORD,North America,Chicago,73,0.00
15.165.235.179,80,0,false,ORD,North America,Chicago,73,0.00
15.165.235.179,8880,0,false,ORD,North America,Chicago,73,0.00
13.124.14.112,2086,0,false,ORD,North America,Chicago,73,0.00
13.125.174.99,2095,0,false,ORD,North America,Chicago,73,0.00
3.38.149.64,2082,0,false,ORD,North America,Chicago,73,0.00
15.168.11.38,2087,0,false,ORD,North America,Chicago,73,0.00
3.35.139.115,2052,0,false,ORD,North America,Chicago,73,0.00
15.168.174.176,8080,0,false,ORD,North America,Chicago,73,0.00
13.125.152.55,8443,0,false,ORD,North America,Chicago,73,0.00
3.35.156.185,443,0,false,ORD,North America,Chicago,73,0.00
15.165.235.179,2087,0,false,ORD,North America,Chicago,73,0.00
3.38.97.216,443,0,false,ORD,North America,Chicago,73,0.00
13.208.75.156,80,0,false,ORD,North America,Chicago,73,0.00
13.208.44.81,8443,0,false,ORD,North America,Chicago,73,0.00
3.35.156.185,2082,0,false,ORD,North America,Chicago,73,0.00
3.39.235.191,2052,0,false,ORD,North America,Chicago,73,0.00
52.194.242.3,2096,0,false,ORD,North America,Chicago,73,0.00
52.194.241.103,2082,0,false,ORD,North America,Chicago,73,0.00
13.125.97.38,8443,0,false,ORD,North America,Chicago,73,0.00
13.125.97.38,2096,0,false,ORD,North America,Chicago,73,0.00
13.124.14.112,2095,0,false,ORD,North America,Chicago,73,0.00
43.203.197.126,80,0,false,ORD,North America,Chicago,73,0.00
13.127.194.125,2096,0,false,ORD,North America,Chicago,73,0.00
43.207.200.148,2096,0,false,ORD,North America,Chicago,73,0.00
65.0.87.60,8443,0,false,ORD,North America,Chicago,73,0.00
3.39.238.139,2087,0,false,ORD,North America,Chicago,73,0.00
3.35.139.115,2086,0,false,ORD,North America,Chicago,73,0.00
15.165.235.144,2082,0,false,ORD,North America,Chicago,73,0.00
43.206.111.8,2095,0,false,ORD,North America,Chicago,73,0.00
13.113.238.154,80,0,false,ORD,North America,Chicago,73,0.00
13.124.14.112,2096,0,false,ORD,North America,Chicago,73,0.00
54.250.248.190,8443,0,false,ORD,North America,Chicago,73,0.00
43.206.119.9,2083,0,false,ORD,North America,Chicago,73,0.00
15.168.10.171,2087,0,false,ORD,North America,Chicago,73,0.00
3.39.235.191,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.42.191,8443,0,false,ORD,North America,Chicago,73,0.00
3.35.171.182,2086,0,false,ORD,North America,Chicago,73,0.00
13.125.174.99,2082,0,false,ORD,North America,Chicago,74,0.00
15.168.11.213,2096,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,443,0,false,ORD,North America,Chicago,74,0.00
54.249.77.109,2083,0,false,ORD,North America,Chicago,74,0.00
3.39.238.139,2095,0,false,ORD,North America,Chicago,74,0.00
3.38.149.64,2086,0,false,ORD,North America,Chicago,74,0.00
15.165.18.112,2082,0,false,ORD,North America,Chicago,74,0.00
43.203.197.126,8880,0,false,ORD,North America,Chicago,74,0.00
3.39.235.191,8880,0,false,ORD,North America,Chicago,74,0.00
15.165.235.144,2053,0,false,ORD,North America,Chicago,74,0.00
35.78.172.35,8080,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,2095,0,false,ORD,North America,Chicago,74,0.00
35.78.75.115,2052,0,false,ORD,North America,Chicago,74,0.00
43.206.111.8,2082,0,false,ORD,North America,Chicago,74,0.00
13.231.252.70,80,0,false,ORD,North America,Chicago,74,0.00
13.231.252.70,8880,0,false,ORD,North America,Chicago,74,0.00
3.39.235.191,8080,0,false,ORD,North America,Chicago,74,0.00
3.39.238.139,2052,0,false,ORD,North America,Chicago,74,0.00
3.38.149.64,443,0,false,ORD,North America,Chicago,74,0.00
13.125.174.99,8880,0,false,ORD,North America,Chicago,74,0.00
43.201.45.97,2095,0,false,ORD,North America,Chicago,74,0.00
43.203.141.102,2086,0,false,ORD,North America,Chicago,74,0.00
13.125.174.99,8080,0,false,ORD,North America,Chicago,74,0.00
3.38.149.64,2096,0,false,ORD,North America,Chicago,74,0.00
54.249.77.109,8880,0,false,ORD,North America,Chicago,74,0.00
15.165.235.144,2087,0,false,ORD,North America,Chicago,74,0.00
43.201.45.97,2086,0,false,ORD,North America,Chicago,74,0.00
13.124.14.112,8880,0,false,ORD,North America,Chicago,74,0.00
13.125.97.38,8080,0,false,ORD,North America,Chicago,74,0.00
15.165.235.144,2086,0,false,ORD,North America,Chicago,74,0.00
43.202.65.154,2087,0,false,ORD,North America,Chicago,74,0.00
3.39.235.191,8443,0,false,ORD,North America,Chicago,74,0.00
3.38.97.216,2096,0,false,ORD,North America,Chicago,74,0.00
13.125.195.4,2083,0,false,ORD,North America,Chicago,74,0.00
43.206.111.8,2083,0,false,ORD,North America,Chicago,74,0.00
15.165.235.144,443,0,false,ORD,North America,Chicago,74,0.00
43.202.59.187,443,0,false,ORD,North America,Chicago,74,0.00
35.77.219.41,2095,0,false,ORD,North America,Chicago,74,0.00
3.38.97.216,2087,0,false,ORD,North America,Chicago,74,0.00
13.125.164.208,2086,0,false,ORD,North America,Chicago,74,0.00
15.165.235.179,2052,0,false,ORD,North America,Chicago,74,0.00
3.39.238.139,2053,0,false,ORD,North America,Chicago,74,0.00
13.125.164.208,2087,0,false,ORD,North America,Chicago,74,0.00
43.203.197.126,2082,0,false,ORD,North America,Chicago,74,0.00
43.206.119.9,2053,0,false,ORD,North America,Chicago,74,0.00
43.203.141.102,2053,0,false,ORD,North America,Chicago,74,0.00
3.35.156.185,8880,0,false,ORD,North America,Chicago,74,0.00
3.35.171.182,2095,0,false,ORD,North America,Chicago,74,0.00
13.125.97.38,2053,0,false,ORD,North America,Chicago,74,0.00
43.201.52.25,80,0,false,ORD,North America,Chicago,74,0.00
35.77.219.41,2053,0,false,ORD,North America,Chicago,74,0.00
3.38.149.64,2083,0,false,ORD,North America,Chicago,74,0.00
18.181.79.165,8443,0,false,ORD,North America,Chicago,74,0.00
13.125.195.4,2087,0,false,ORD,North America,Chicago,74,0.00
43.203.126.59,2082,0,false,ORD,North America,Chicago,74,0.00
3.36.112.217,8080,0,false,ORD,North America,Chicago,74,0.00
3.35.171.182,2083,0,false,ORD,North America,Chicago,74,0.00
35.78.172.35,2086,0,false,ORD,North America,Chicago,75,0.00
15.165.235.144,2083,0,false,ORD,North America,Chicago,75,0.00
3.39.238.139,8443,0,false,ORD,North America,Chicago,75,0.00
43.203.213.139,8443,0,false,ORD,North America,Chicago,75,0.00
3.38.149.64,8080,0,false,ORD,North America,Chicago,75,0.00
54.249.77.109,443,0,false,ORD,North America,Chicago,75,0.00
43.206.119.9,2087,0,false,ORD,North America,Chicago,75,0.00
13.125.97.38,2083,0,false,ORD,North America,Chicago,75,0.00
43.206.119.9,8880,0,false,ORD,North America,Chicago,75,0.00
43.202.65.154,2082,0,false,ORD,North America,Chicago,75,0.00
35.78.75.115,2095,0,false,ORD,North America,Chicago,75,0.00
3.38.149.64,8880,0,false,ORD,North America,Chicago,75,0.00
15.165.235.144,2095,0,false,ORD,North America,Chicago,75,0.00
43.201.45.97,8880,0,false,ORD,North America,Chicago,75,0.00
43.201.52.25,2052,0,false,ORD,North America,Chicago,75,0.00
13.127.194.125,2095,0,false,ORD,North America,Chicago,75,0.00
13.125.195.4,8080,0,false,ORD,North America,Chicago,75,0.00
43.203.126.59,2086,0,false,ORD,North America,Chicago,75,0.00
13.124.14.112,2053,0,false,ORD,North America,Chicago,75,0.00
35.77.219.41,8880,0,false,ORD,North America,Chicago,75,0.00
43.201.52.25,2087,0,false,ORD,North America,Chicago,75,0.00
43.203.141.102,80,0,false,ORD,North America,Chicago,75,0.00
35.78.125.92,2052,0,false,ORD,North America,Chicago,75,0.00
43.206.111.8,2087,0,false,ORD,North America,Chicago,75,0.00
